label,message
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10110]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10110]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10110]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10110]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10110]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10110]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10110]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10110]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10110]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10110]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10111]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10111]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10111]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10111]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10111]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10111]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10111]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10111]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10111]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10111]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10120]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10120]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10120]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10120]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10120]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10120]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10120]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10120]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10120]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10120]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10121]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10121]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10121]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10121]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10121]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10121]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10121]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10121]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10121]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10121]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10130]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10130]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10130]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10130]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10130]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10130]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10130]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10130]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10130]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10130]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10131]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10131]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10131]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10131]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10131]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10131]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10131]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10131]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10131]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10131]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10140]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10140]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10140]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10140]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10140]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10140]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10140]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10140]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10140]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10140]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10141]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10141]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10141]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10141]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10141]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10141]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10141]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10141]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10141]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10141]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10150]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10150]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10150]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10150]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10150]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10150]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10150]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10150]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10150]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10150]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10151]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10151]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10151]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10151]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10151]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10151]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10151]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10151]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10151]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10151]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10160]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10160]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10160]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10160]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10160]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10160]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10160]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10160]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10160]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10160]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10161]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10161]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10161]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10161]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10161]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10161]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10161]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10161]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10161]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10161]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10170]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10170]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10170]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10170]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10170]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10170]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10170]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10170]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10170]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10170]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10171]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10171]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10171]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10171]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10171]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10171]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10171]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10171]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10171]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10171]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10180]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10180]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10180]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10180]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10180]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10180]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10180]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10180]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10180]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10180]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10181]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10181]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10181]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10181]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10181]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10181]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10181]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10181]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10181]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10181]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10190]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10190]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10190]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10190]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10190]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10190]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10190]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10190]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10190]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10190]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10191]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10191]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10191]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10191]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10191]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10191]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10191]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10191]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10191]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10191]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10200]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10200]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10200]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10200]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10200]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10200]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10200]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10200]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10200]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10200]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10201]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10201]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10201]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10201]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10201]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10201]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10201]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10201]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10201]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10201]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10210]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10210]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10210]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10210]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10210]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10210]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10210]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10210]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10210]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10210]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10211]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10211]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10211]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10211]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10211]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10211]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10211]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10211]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10211]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10211]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10220]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10220]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10220]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10220]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10220]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10220]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10220]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10220]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10220]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10220]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10221]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10221]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10221]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10221]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10221]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10221]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10221]"
